Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2011-05-02,Perth,10.5,25.3,0.0,SW,26.0,ENE,SSW,9.0,15.0,64.0,42.0,1024.6,1020.8,0.0,5.0,17.4,24.1,No,No
2011-05-02,PearceRAAF,10.0,25.6,0.0,E,30.0,ESE,E,15.0,15.0,56.0,28.0,1024.6,1020.4,0.0,4.0,17.9,25.6,No,No
2011-05-02,Woomera,14.7,16.6,18.2,S,24.0,SSE,S,11.0,17.0,97.0,93.0,1018.1,1016.3,8.0,8.0,15.1,16.0,Yes,Yes
2011-05-02,Penrith,9.9,18.3,0.0,WNW,9.0,NW,NNW,4.0,4.0,99.0,85.0,1014.3,1012.75,4.5,6.0,12.1,18.1,No,No
2011-05-02,NorfolkIsland,18.9,24.2,0.8,W,37.0,NW,NW,17.0,13.0,73.0,78.0,1010.5,1009.2,1.0,4.0,21.9,20.9,No,No
2011-05-02,Bendigo,12.3,17.8,1.2,S,33.0,SSE,SSE,9.0,22.0,96.0,66.0,1018.1,1016.6,7.0,6.0,12.8,15.7,Yes,No
2011-05-02,Nuriootpa,10.3,17.9,0.4,SSE,31.0,SE,SE,17.0,15.0,83.0,54.0,1019.8,1018.0,4.0,5.0,13.4,17.0,No,No
2011-05-02,Moree,10.9,26.2,0.0,SSW,28.0,E,SSW,13.0,19.0,60.0,27.0,1015.7,1012.8,7.0,6.0,16.7,25.2,No,No
2011-05-02,Townsville,18.5,28.7,0.0,NE,35.0,SE,NE,9.0,28.0,73.0,61.0,1014.3,1010.9,4.0,4.0,24.7,27.1,No,No
2011-05-02,Tuggeranong,11.0,16.1,0.0,WNW,17.0,N,NNW,0.0,7.0,84.0,75.0,1017.9,1015.8,4.666666666666667,4.166666666666667,13.7,14.4,No,No
2011-05-02,Adelaide,9.0,20.6,2.4,SW,26.0,N,SSW,7.0,6.0,69.0,48.0,1019.8,1017.5,5.333333333333333,4.333333333333333,15.5,19.8,Yes,No
2011-05-02,Walpole,13.5,19.2,17.4,WSW,20.0,WNW,SE,6.0,11.0,99.0,70.0,1025.8,1023.2,6.0,4.5,14.3,18.5,Yes,No
2011-05-02,MountGinini,5.4,7.7,0.0,S,31.0,WSW,W,4.0,6.0,99.0,88.0,1022.9,1020.95,6.666666666666666,4.666666666666667,10.3,6.5,No,Yes
2011-05-02,Dartmoor,2.6,17.4,0.0,SSE,20.0,N,SSW,0.0,6.0,99.0,86.0,1020.0,1018.7,7.333333333333333,4.833333333333333,6.3,15.1,No,No
2011-05-02,MelbourneAirport,12.2,17.2,8.6,SSW,33.0,SSE,SSE,9.0,19.0,96.0,61.0,1019.0,1017.4,8.0,5.0,13.2,16.0,Yes,No
2011-05-02,Wollongong,13.6,19.2,0.0,WSW,17.0,SW,SE,11.0,0.0,75.0,69.0,1016.8,1014.9,7.666666666666667,8.0,18.2,19.0,No,No
2011-05-02,NorahHead,13.6,19.5,0.0,W,22.0,W,SW,9.0,9.0,83.0,77.0,1016.2,1014.5,7.333333333333333,7.5,15.9,18.9,No,No
2011-05-02,Albany,14.0,18.8,6.2,W,26.5,WNW,SSW,6.0,7.0,94.0,73.0,1026.3,1023.8,7.0,7.0,15.5,17.8,Yes,Yes
2011-05-02,Watsonia,12.4,18.0,8.6,S,31.0,S,SSW,6.0,13.0,100.0,66.0,1018.6,1017.0,8.0,5.0,13.0,16.5,Yes,No
2011-05-02,CoffsHarbour,12.8,22.6,0.0,SW,30.0,SW,S,15.0,17.0,58.0,60.0,1014.9,1013.0,7.0,7.0,20.5,21.4,No,No
2011-05-02,SalmonGums,6.2,21.6,1.8,S,26.0,WNW,SSE,11.0,13.0,90.0,44.0,1017.05,1015.2,7.5,4.0,14.3,20.1,Yes,No
2011-05-02,Ballarat,9.6,15.4,1.0,SSE,35.0,SSE,SSE,19.0,24.0,99.0,58.0,1019.2,1017.4,8.0,1.0,10.3,14.4,No,No
2011-05-02,Sydney,12.9,18.4,0.0,W,31.0,W,WNW,20.0,13.0,87.0,75.0,1016.6,1014.7,5.333333333333334,2.333333333333333,14.3,18.1,No,No
2011-05-02,Witchcliffe,7.8,21.1,0.2,SSE,24.0,N,SE,0.0,13.0,99.0,56.0,1020.8,1017.7,2.666666666666667,3.6666666666666665,14.5,20.1,No,No
2011-05-02,PerthAirport,10.3,26.0,0.0,ENE,35.0,ENE,SW,20.0,9.0,61.0,32.0,1025.0,1020.7,0.0,5.0,17.7,24.7,No,No
2011-05-02,Albury,12.3,22.3,0.0,WNW,24.0,N,SSW,0.0,7.0,90.0,57.0,1016.5,1014.3,1.5,8.0,13.9,19.4,No,No
2011-05-02,Darwin,21.9,32.4,0.0,NE,33.0,ESE,NNW,19.0,22.0,73.0,60.0,1010.2,1006.8,3.0,7.0,25.6,29.5,No,No
2011-05-02,SydneyAirport,12.3,19.8,0.0,WNW,35.0,NW,WNW,13.0,9.0,77.0,70.0,1016.6,1014.9,8.0,8.0,15.7,19.0,No,No
2011-05-02,Melbourne,13.1,18.8,21.2,SSW,33.0,SSE,SSE,9.0,19.0,88.0,54.0,1018.5,1017.1,7.0,5.0,14.5,18.5,Yes,No
2011-05-03,Wollongong,14.7,18.7,0.4,SSW,52.0,SW,SSW,9.0,30.0,88.0,68.0,1017.9,1016.4000000000001,8.0,8.0,15.9,17.9,No,No
2011-05-03,Tuggeranong,7.3,17.5,0.6,SSW,28.0,SSE,SSE,17.0,11.0,74.0,49.0,1017.3,1015.7,6.333333333333333,7.666666666666667,12.6,16.3,No,No
2011-05-03,SalmonGums,5.6,22.1,0.0,WSW,24.0,NNE,SE,2.0,11.0,66.0,41.0,1016.05,1014.6500000000001,4.666666666666666,7.333333333333333,17.2,20.3,No,No
2011-05-03,Williamtown,13.0,21.3,0.0,S,28.0,WNW,SSW,13.0,13.0,84.0,74.0,1014.8,1013.6,3.0,7.0,16.0,18.5,No,No
2011-05-03,Woomera,11.1,20.1,3.4,S,28.0,SSE,SSW,15.0,11.0,86.0,51.0,1021.1,1020.2,0.0,1.0,14.3,19.5,Yes,No
2011-05-03,CoffsHarbour,12.3,22.2,0.0,SE,19.0,NW,SSE,4.0,9.0,63.0,64.0,1014.1,1011.7,1.0,6.0,20.9,20.5,No,Yes
2011-05-03,NorahHead,15.2,19.6,0.0,SSW,33.0,WSW,SW,6.0,9.0,85.0,80.0,1014.7,1013.7,1.0,4.0,16.9,18.1,No,No
2011-05-03,Perth,11.3,26.5,0.0,SSW,28.0,E,NE,7.0,7.0,55.0,28.0,1023.6,1020.0,1.0,2.0,18.1,26.2,No,No
2011-05-03,PerthAirport,10.5,26.7,0.0,ENE,31.0,ENE,ESE,17.0,11.0,52.0,27.0,1024.0,1020.0,1.0,2.0,18.3,26.0,No,No
2011-05-03,Moree,13.8,17.4,0.0,ENE,28.0,ENE,N,7.0,11.0,57.0,78.0,1014.3,1013.8,7.0,8.0,16.2,16.4,No,Yes
2011-05-03,Launceston,7.4,15.2,0.0,NW,19.0,N,NW,0.0,9.0,95.0,84.0,1020.0,1017.7,3.5,4.5,9.8,13.9,No,No
2011-05-03,Mildura,6.4,19.8,0.0,SSW,31.0,SSE,S,11.0,13.0,85.0,41.0,1020.6,1018.5,0.0,1.0,11.1,19.3,No,No
2011-05-03,SydneyAirport,13.7,18.5,0.2,SSW,50.0,W,SSW,9.0,31.0,88.0,69.0,1015.2,1013.9,8.0,7.0,15.2,18.3,No,No
2011-05-03,Melbourne,11.1,18.6,0.0,S,35.0,W,S,11.0,26.0,75.0,66.0,1019.2,1017.9,7.0,6.0,13.3,17.6,No,No
2011-05-03,Watsonia,6.1,17.6,0.4,SSW,33.0,ENE,SW,6.0,15.0,100.0,76.0,1019.4,1017.8,7.0,6.0,9.1,15.3,No,No
2011-05-03,Canberra,4.4,18.2,0.0,S,24.0,N,SSW,0.0,9.0,90.0,48.0,1017.3,1015.4,6.0,7.0,10.3,16.5,No,No
2011-05-03,MountGambier,8.8,16.8,0.0,SSW,35.0,SE,SE,9.0,13.0,70.0,47.5,1021.5,1016.2,1.0,5.0,13.7,17.25,No,No
2011-05-03,Bendigo,6.8,18.7,0.0,SSE,31.0,S,SSW,17.0,17.0,71.0,47.0,1018.4,1017.0,0.0,3.0,12.5,18.0,No,No
2011-05-03,Brisbane,15.6,25.7,0.0,W,31.0,S,SE,4.0,0.0,74.0,88.0,1014.5,1010.9,3.0,7.0,20.7,18.1,No,Yes
2011-05-03,Albany,10.6,19.6,2.4,W,29.5,N,SSW,0.0,13.0,90.0,71.0,1026.1,1023.2,2.0,3.0,14.3,19.0,Yes,No
2011-05-03,Nuriootpa,5.6,18.3,0.0,WSW,28.0,N,WSW,0.0,11.0,81.0,54.0,1022.0,1020.7,2.0,6.0,13.3,17.6,No,No
2011-05-03,WaggaWagga,8.2,21.1,8.0,W,26.0,E,W,7.0,7.0,88.0,59.0,1016.6,1014.7,2.0,6.0,12.9,19.7,Yes,No
2011-05-03,Penrith,12.0,19.9,0.2,WSW,22.0,N,WSW,0.0,4.0,99.0,70.0,1017.8,1015.9000000000001,4.5,6.0,14.9,19.3,No,No
2011-05-03,Sale,11.3,17.9,6.2,SSW,30.0,WNW,E,11.0,13.0,95.0,71.0,1019.0,1017.1,7.0,6.0,12.5,16.2,Yes,Yes
2011-05-03,Walpole,10.8,19.8,0.2,E,24.0,N,SSE,0.0,11.0,96.0,74.0,1025.5,1022.5,4.666666666666666,4.666666666666667,14.3,18.5,No,No
2011-05-03,Sydney,14.0,18.5,0.6,S,41.0,W,SSW,15.0,20.0,90.0,66.0,1015.0,1013.7,2.333333333333333,3.3333333333333335,15.0,18.5,No,No
2011-05-03,PearceRAAF,9.9,26.1,0.0,E,30.0,SW,NNE,7.0,7.0,44.0,26.0,1023.7,1019.8,0.0,2.0,19.7,25.7,No,No
2011-05-03,GoldCoast,16.8,25.6,0.0,SW,37.0,ESE,NE,9.0,19.0,75.0,70.0,1014.3,1010.9,2.5,1.5,21.8,23.2,No,Yes
2011-05-03,Albury,9.0,21.9,0.0,SSE,28.0,N,SE,0.0,0.0,74.0,46.0,1016.6,1014.5,5.0,1.0,14.6,21.6,No,No
2011-05-03,NorfolkIsland,16.2,23.4,0.2,W,19.0,W,SSW,4.0,4.0,66.0,62.0,1013.1,1011.7,1.0,5.0,21.9,22.1,No,No
2011-05-03,MountGinini,3.4,7.6,4.2,SSW,28.0,SE,ESE,7.0,6.0,64.0,96.0,1012.6,1010.7,1.0,5.0,24.0,4.9,Yes,Yes
2011-05-03,Cairns,19.4,30.1,0.0,E,30.0,SSE,SE,15.0,17.0,62.0,53.0,1012.1,1009.7,1.0,5.0,26.1,28.8,No,No
2011-05-03,Adelaide,8.5,19.3,0.0,WSW,26.0,N,W,9.0,17.0,70.0,55.0,1021.8,1020.6,3.0,6.0,14.7,18.7,No,No
2011-05-03,Newcastle,13.0,21.3,0.0,W,28.5,N,SE,0.0,4.0,83.0,81.0,1017.65,1015.6500000000001,5.0,7.0,17.5,18.4,No,No
2011-05-03,Townsville,19.1,29.1,0.0,ENE,31.0,SE,ENE,7.0,26.0,74.0,60.0,1013.5,1010.7,7.0,4.0,24.4,28.0,No,No
2011-05-03,Richmond,10.9,18.5,0.8,WSW,20.0,N,SE,0.0,0.0,99.0,69.0,1015.7,1014.3,7.25,4.0,14.4,18.2,No,No
2011-05-03,Dartmoor,6.4,15.9,0.0,SSW,22.0,N,S,0.0,15.0,99.0,71.0,1021.2,1020.4,7.5,4.0,10.9,14.1,No,No
2011-05-03,BadgerysCreek,11.0,19.4,0.2,SSW,22.0,SW,S,11.0,13.0,97.0,68.0,1015.4,1014.1,7.75,4.0,14.9,18.3,No,No
2011-05-03,AliceSprings,11.3,20.5,0.0,SSE,35.0,SE,SE,17.0,17.0,82.0,46.0,1019.9,1017.5,8.0,4.0,14.3,19.8,No,No
2011-05-03,Cobar,8.6,22.5,0.0,SW,30.0,S,S,6.0,6.0,65.0,43.0,1016.3,1014.6,1.0,7.0,15.8,21.0,No,Yes
2011-05-03,Ballarat,5.4,13.5,0.0,S,31.0,SSE,S,20.0,24.0,98.0,86.0,1019.6,1018.7,7.0,8.0,8.4,11.7,No,No
2011-05-03,Darwin,22.4,33.0,0.0,ENE,30.0,SE,NW,9.0,20.0,65.0,57.0,1010.3,1007.6,3.0,5.0,28.1,30.9,No,No
2011-05-03,MelbourneAirport,9.0,17.1,0.0,S,35.0,W,S,11.0,26.0,90.0,77.0,1019.6,1018.4,7.0,6.0,10.7,14.4,No,No
2011-05-03,Portland,6.9,14.9,0.0,SW,19.0,S,SSW,6.0,9.0,72.0,61.0,1021.3,1020.6,7.0,7.0,12.7,14.3,No,Yes
2011-05-03,Hobart,6.9,17.2,0.0,W,21.5,WNW,W,9.0,7.0,85.0,44.0,1019.7,1016.8,7.0,6.0,9.2,16.7,No,No
2011-05-03,Witchcliffe,7.6,22.6,0.2,S,24.0,E,WNW,6.0,7.0,96.0,51.0,1016.5,1013.9,7.0,5.0,13.5,21.2,No,No
2011-05-04,NorfolkIsland,17.1,23.5,0.2,ESE,30.0,ENE,SE,13.0,13.0,87.0,74.0,1013.3,1011.0,7.0,4.0,18.9,21.2,No,Yes
2011-05-04,Woomera,10.3,19.4,0.0,S,30.0,SSE,S,17.0,13.0,87.0,56.0,1025.6,1024.0,2.0,1.0,13.8,18.9,No,No
2011-05-04,MountGambier,8.3,16.0,0.6,SW,41.0,W,SW,9.0,20.0,89.0,80.0,1023.1,1023.5,7.0,6.0,12.8,14.5,No,No
2011-05-04,Richmond,8.7,21.6,0.0,SSW,35.0,S,SSE,9.0,19.0,68.0,44.0,1017.4,1015.5,5.0,4.5,16.0,20.7,No,No
2011-05-04,CoffsHarbour,14.7,23.5,17.8,SW,48.0,WSW,S,11.0,26.0,87.0,57.0,1013.9,1011.7,3.0,3.0,17.7,21.6,Yes,No
2011-05-04,Williamtown,12.7,20.8,0.2,SSW,44.0,WSW,S,20.0,22.0,67.0,85.0,1016.0,1015.3,7.0,7.0,17.2,17.5,No,Yes
2011-05-04,Albany,12.2,24.4,0.0,W,39.5,NNE,E,6.0,15.0,78.0,57.0,1024.0,1019.8,7.0,5.0,16.5,22.1,No,No
2011-05-04,Walpole,12.0,24.6,0.0,NE,35.0,NE,NW,15.0,15.0,73.0,44.0,1022.4,1019.0,7.0,5.4,17.7,22.5,No,No
2011-05-04,Albury,6.7,19.0,0.6,W,28.0,N,NW,0.0,19.0,85.0,47.0,1019.6,1018.0,7.0,5.8,10.7,18.6,No,No
2011-05-04,MountGinini,1.8,8.4,2.6,WSW,33.0,WSW,WSW,15.0,13.0,74.5,72.0,1022.4000000000001,1021.2,7.0,6.2,13.149999999999999,7.5,Yes,No
2011-05-04,Adelaide,10.0,18.3,0.0,SW,30.0,S,SSW,6.0,11.0,64.0,70.0,1025.2,1024.4,7.0,6.6,15.6,16.9,No,No
2011-05-04,MelbourneAirport,7.3,16.6,0.0,WSW,37.0,W,WSW,13.0,19.0,83.0,67.0,1021.6,1020.4,7.0,7.0,11.4,15.4,No,Yes
2011-05-04,Dartmoor,6.9,16.5,0.6,SW,39.0,N,SSW,0.0,19.0,99.0,93.0,1022.6,1023.2,6.5,7.0,11.7,13.4,No,No
2011-05-04,Ballarat,7.4,14.2,0.4,SSW,39.0,SW,SW,13.0,20.0,99.0,80.0,1021.8,1021.1,6.0,7.0,9.2,12.6,No,No
2011-05-04,Tuggeranong,1.5,18.6,0.0,SW,22.0,N,N,0.0,9.0,74.0,50.0,1019.4,1016.4,6.333333333333333,7.0,10.3,16.7,No,No
2011-05-04,Wollongong,14.6,19.3,0.0,SSW,39.0,SSW,SSE,26.0,22.0,66.0,63.0,1020.3,1016.0,6.666666666666667,7.0,16.9,18.9,No,No
2011-05-04,Melbourne,10.8,17.8,0.0,WSW,37.0,W,WSW,13.0,19.0,75.0,64.0,1021.2,1020.0,7.0,7.0,13.0,16.9,No,No
2011-05-04,NorahHead,14.5,19.7,0.8,SSW,57.0,SW,S,19.0,33.0,74.0,69.0,1016.0,1015.2,7.5,4.5,16.6,19.3,No,Yes
2011-05-04,Moree,11.0,23.7,1.2,SW,41.0,SE,SW,4.0,33.0,97.0,29.0,1017.1,1014.2,8.0,2.0,13.4,22.8,Yes,No
2011-05-04,SydneyAirport,13.3,19.3,0.4,SSW,48.0,WSW,S,17.0,28.0,69.0,61.0,1016.6,1015.8,4.0,4.0,16.5,19.1,No,No
2011-05-04,Watsonia,7.4,16.9,0.0,NNW,57.0,NNE,SSW,4.0,15.0,99.0,71.0,1021.4,1020.2,7.0,7.0,9.8,15.2,No,Yes
2011-05-04,Bendigo,3.8,16.9,0.0,SW,35.0,WSW,SW,9.0,17.0,71.0,61.0,1021.6,1020.7,1.0,6.0,11.3,15.6,No,No
2011-05-04,Penrith,12.7,22.1,0.2,SW,26.0,S,SSW,9.0,11.0,61.0,44.0,1016.1,1018.0,1.6666666666666665,5.666666666666667,17.5,21.5,No,No
2011-05-04,Hobart,8.3,13.7,0.2,SW,61.0,NNW,ESE,26.0,11.0,64.0,67.0,1010.6,1015.3,2.333333333333333,5.333333333333333,13.4,9.1,No,Yes
2011-05-04,Townsville,19.2,29.3,0.0,ENE,31.0,SSW,ENE,9.0,22.0,73.0,57.0,1014.5,1011.6,3.0,5.0,25.7,26.5,No,No
2011-05-04,Nuriootpa,8.0,17.4,0.0,W,30.0,WSW,WSW,7.0,19.0,72.0,66.0,1025.5,1024.5,2.0,7.0,13.1,15.5,No,No
2011-05-04,BadgerysCreek,10.6,22.4,0.0,E,30.0,SW,S,19.0,9.0,66.0,49.0,1017.3,1015.4,4.5,6.5,16.0,21.0,No,No
2011-05-04,Portland,9.6,15.6,1.4,SW,41.0,WSW,SSW,15.0,15.0,86.0,78.0,1022.1,1022.9,7.0,6.0,13.4,14.4,Yes,Yes
2011-05-04,WaggaWagga,6.3,17.8,0.8,W,24.0,ENE,W,7.0,15.0,81.0,66.0,1019.6,1018.2,2.0,1.0,12.9,16.8,No,No
2011-05-04,Mildura,5.2,19.6,0.0,SW,28.0,S,S,9.0,11.0,81.0,45.0,1024.2,1022.5,1.0,2.0,10.9,19.2,No,No
2011-05-04,Newcastle,14.0,20.2,0.0,W,30.5,SE,SW,6.0,4.0,72.0,94.0,1022.1,1020.45,6.0,8.0,17.4,17.1,No,No
2011-05-04,Cobar,6.8,20.7,4.8,SW,33.0,SSW,SSW,6.0,17.0,72.0,34.0,1020.0,1018.4,0.0,1.0,12.0,19.5,Yes,No
2011-05-04,Brisbane,14.8,25.3,19.6,WSW,20.0,SW,SSE,6.0,6.0,72.0,47.0,1014.0,1011.5,1.0,3.0,19.6,24.4,Yes,No
2011-05-04,Launceston,6.6,17.4,0.2,S,35.0,N,SSE,0.0,9.0,95.0,60.0,1014.4,1013.6,2.666666666666667,3.0,11.1,16.0,No,No
2011-05-04,Canberra,0.8,19.1,0.0,NW,31.0,N,NW,0.0,11.0,77.0,43.0,1019.4,1016.5,4.333333333333334,3.0,9.9,16.9,No,No
2011-05-04,Sale,7.5,16.7,2.0,WSW,44.0,W,W,19.0,30.0,81.0,75.0,1019.7,1018.0,6.0,6.0,12.0,14.4,Yes,No
2011-05-04,Witchcliffe,8.6,24.2,0.2,N,31.0,N,N,2.0,24.0,95.0,54.0,1021.05,1018.6,3.5,4.5,15.8,21.4,No,No
2011-05-04,Perth,9.8,26.5,0.0,NE,20.0,ENE,SW,6.0,9.0,50.0,35.0,1022.4,1019.2,1.0,3.0,18.5,25.5,No,No
2011-05-04,Cairns,20.2,30.4,0.0,SE,37.0,SSE,SE,9.0,24.0,65.0,54.0,1013.5,1010.9,4.0,4.0,26.1,28.7,No,No
2011-05-04,SalmonGums,9.0,23.2,0.0,N,30.0,N,N,17.0,9.0,62.0,29.0,1017.95,1015.0,3.0,4.0,17.5,23.0,No,No
2011-05-04,AliceSprings,6.0,22.1,0.0,SSE,39.0,SSW,SE,4.0,22.0,77.0,36.0,1022.4,1019.1,2.0,4.0,13.6,21.5,No,No
2011-05-04,Sydney,13.0,21.8,0.4,W,34.5,W,S,24.0,20.0,72.0,54.0,1016.4,1015.6,1.6666666666666667,3.6666666666666665,15.2,20.7,No,No
2011-05-04,GoldCoast,15.0,24.2,4.6,SSE,30.0,S,SSE,17.0,17.0,70.0,59.0,1013.7,1011.5,1.3333333333333335,3.3333333333333335,20.0,23.6,Yes,No
2011-05-04,PerthAirport,10.2,26.9,0.0,ENE,30.0,NE,W,13.0,13.0,41.0,23.0,1022.7,1019.3,1.0,3.0,19.6,25.7,No,No
2011-05-04,PearceRAAF,10.1,26.4,0.0,NNE,35.0,N,ESE,11.0,7.0,40.0,24.0,1022.4,1019.0,0.0,4.0,20.3,25.0,No,No
2011-05-04,Darwin,22.4,32.8,0.0,E,41.0,E,E,11.0,20.0,82.0,36.0,1011.8,1009.2,6.0,6.0,25.5,32.4,No,No
2011-05-05,Nuriootpa,5.7,16.2,0.0,E,26.0,E,ESE,11.0,9.0,79.0,48.0,1028.7,1025.6,3.0,6.0,12.1,15.2,No,No
2011-05-05,Melbourne,12.5,14.8,0.6,SSE,30.0,SSW,S,13.0,17.0,53.0,59.0,1026.8,1025.6,7.0,7.0,13.4,14.1,No,No
2011-05-05,Witchcliffe,11.0,19.1,0.0,WSW,33.0,N,SSE,11.0,11.0,100.0,74.0,1023.55,1023.0999999999999,5.5,5.75,16.3,17.8,No,Yes
2011-05-05,NorahHead,13.1,18.9,5.0,S,59.0,SW,SSW,20.0,35.0,67.0,68.0,1020.3,1020.6,4.0,4.5,16.6,18.0,Yes,No
2011-05-05,BadgerysCreek,8.6,19.9,0.2,SW,31.0,SW,SE,17.0,11.0,67.0,49.0,1021.9,1021.4,2.5,3.25,15.0,17.6,No,No
2011-05-05,Mildura,7.1,17.9,0.0,S,44.0,SSE,SSW,9.0,11.0,89.0,44.0,1027.6,1024.9,1.0,2.0,10.5,17.4,No,No
2011-05-05,Ballarat,6.6,11.6,0.4,S,39.0,S,SSE,20.0,20.0,77.0,66.0,1027.2,1025.7,7.0,8.0,8.6,10.2,No,No
2011-05-05,Wollongong,13.3,17.3,0.0,S,56.0,SSW,S,22.0,33.0,57.0,60.0,1022.1,1022.5,4.0,8.0,15.9,16.5,No,No
2011-05-05,CoffsHarbour,16.0,22.3,0.0,SSW,56.0,SW,SSW,30.0,39.0,57.0,59.0,1017.3,1016.8,1.0,6.0,19.3,19.8,No,No
2011-05-05,GoldCoast,15.3,24.8,0.0,SSE,59.0,S,SSE,28.0,35.0,57.0,59.0,1015.8,1014.9,2.0,6.166666666666667,21.0,23.2,No,No
2011-05-05,Walpole,13.4,17.5,0.0,WNW,33.0,NNW,WSW,15.0,13.0,82.0,87.0,1017.9,1018.0,3.0,6.333333333333333,17.3,16.2,No,Yes
2011-05-05,Albury,4.4,18.1,0.2,SE,24.0,N,E,0.0,6.0,70.0,42.0,1024.3,1022.3,4.0,6.5,10.8,17.8,No,No
2011-05-05,MountGinini,0.3,9.8,0.0,S,50.0,S,SW,24.0,11.0,20.0,47.0,1022.7,1021.8,5.0,6.666666666666667,7.2,7.4,No,No
2011-05-05,Sydney,11.7,19.5,0.2,SSW,50.0,SW,SSW,24.0,26.0,63.0,51.0,1021.1,1021.3,6.0,6.833333333333333,16.2,18.8,No,No
2011-05-05,Sale,9.8,13.7,0.0,W,26.0,WNW,WSW,15.0,13.0,70.0,57.0,1026.7,1025.4,7.0,7.0,11.2,13.1,No,No
2011-05-05,Cairns,20.2,29.9,0.0,ESE,44.0,S,SE,17.0,28.0,66.0,48.0,1014.4,1011.6,5.0,3.0,25.7,27.5,No,No
2011-05-05,MelbourneAirport,10.3,12.9,1.8,SSE,30.0,SSW,S,13.0,17.0,62.0,61.0,1027.2,1025.9,7.0,7.0,11.4,12.6,Yes,No
2011-05-05,Dartmoor,9.3,13.4,0.4,ESE,19.0,E,SSW,6.0,4.0,76.0,66.0,1028.9,1027.0,3.5,4.0,11.1,12.6,No,No
2011-05-05,Cobar,5.9,19.9,0.0,SSW,31.0,S,SSE,9.0,11.0,71.0,34.0,1023.6,1020.9,0.0,1.0,12.1,19.6,No,No
2011-05-05,Portland,10.3,12.7,1.8,S,19.0,E,SE,2.0,8.5,69.0,41.5,1029.1,1023.1500000000001,8.0,1.0,10.9,18.35,Yes,No
2011-05-05,Adelaide,8.2,17.5,0.2,SE,24.0,ESE,E,2.0,6.0,68.0,49.0,1028.5,1025.4,5.666666666666666,1.0,14.7,17.1,No,No
2011-05-05,Tuggeranong,0.3,15.6,0.0,SE,37.0,SSE,SSE,13.0,9.0,60.0,38.0,1024.1,1022.4,3.333333333333333,1.0,9.8,15.1,No,No
2011-05-05,Townsville,18.4,28.7,0.0,ENE,41.0,WSW,SE,9.0,13.0,64.0,48.0,1016.0,1012.5,1.0,1.0,24.2,26.5,No,No
2011-05-05,Launceston,0.4,13.9,0.0,NE,13.0,ENE,NW,2.0,7.0,81.0,50.0,1025.3,1023.5,1.0,1.0,5.6,13.1,No,No
2011-05-05,Hobart,5.8,14.1,1.2,SW,39.0,NW,SSW,7.0,19.0,61.0,60.0,1023.8,1022.8,1.0,1.0,9.2,11.8,Yes,No
2011-05-05,WaggaWagga,3.1,18.8,0.0,SSW,31.0,ENE,S,6.0,11.0,82.0,27.0,1023.7,1021.8,1.0,1.0,10.0,18.2,No,No
2011-05-05,PearceRAAF,7.0,26.0,0.0,SW,39.0,N,WSW,0.0,19.0,45.0,25.0,1020.8,1017.8,2.0,5.0,18.4,24.9,No,No
2011-05-05,Woomera,10.4,18.0,0.0,E,28.0,ESE,NE,15.0,7.0,83.0,53.0,1027.3,1024.0,8.0,8.0,13.0,17.4,No,No
2011-05-05,Darwin,21.7,31.2,0.0,SE,41.0,SE,SSE,24.0,11.0,56.0,36.0,1013.0,1009.7,7.0,5.0,24.5,30.5,No,No
2011-05-05,Perth,8.9,25.0,0.0,SSW,33.0,NE,W,9.0,13.0,53.0,42.0,1020.5,1018.0,2.0,7.0,17.4,24.3,No,No
2011-05-05,Richmond,5.9,19.3,0.0,S,35.0,NNE,SE,2.0,19.0,88.0,49.0,1021.9,1021.7,4.5,7.0,13.0,18.3,No,No
2011-05-05,AliceSprings,10.4,21.4,0.0,SSE,33.0,SE,SE,9.0,24.0,55.0,31.0,1023.2,1018.5,7.0,7.0,14.5,19.8,No,No
2011-05-05,MountGambier,9.0,13.1,0.2,SE,19.0,SE,NW,11.0,7.0,68.0,61.0,1028.9,1027.1,7.0,8.0,11.7,12.5,No,No
2011-05-05,Newcastle,13.2,20.5,0.2,W,28.0,NW,SE,4.0,6.0,67.0,55.0,1026.2,1024.0666666666666,1.0,3.0,17.8,19.5,No,No
2011-05-05,Penrith,9.1,19.9,0.0,S,37.0,SSW,S,17.0,6.0,63.0,45.0,1023.5,1021.0333333333333,1.5,5.0,16.1,19.0,No,No
2011-05-05,PerthAirport,9.8,25.7,0.0,SSW,41.0,NE,WSW,13.0,17.0,46.0,32.0,1020.8,1018.0,2.0,7.0,18.0,24.7,No,No
2011-05-05,Brisbane,14.2,25.6,0.2,SSE,26.0,WSW,SW,6.0,7.0,61.0,45.0,1016.3,1014.5,1.0,3.0,20.1,25.4,No,No
2011-05-05,Albany,12.5,20.6,0.0,W,29.5,NNW,NW,6.0,6.0,81.0,93.0,1019.1,1017.8,8.0,8.0,17.0,16.6,No,Yes
2011-05-05,Bendigo,8.3,15.9,0.0,SSW,33.0,S,SSW,20.0,17.0,56.0,48.0,1026.5,1024.6,1.0,1.0,11.4,15.1,No,No
